Event Date	Posting Date	Event Type	Amount	Program Id	Program Name	Campaign Id	Campaign Name	Tool Id	Tool Name	Custom Id	Click Timestamp	eBay Item ID	eBay Leaf Category ID	eBay Quantity Sold	eBay Total Sale Amount	Item Site ID	Meta Category ID	Unique Transaction ID	User Frequency ID	Earnings	Traffic Type	Item Name
2016-02-06	2016-03-08	Winning Bid (Revenue)	-.09	1	eBay US	5337776397	Default campaign	10001	Link Generator	14459738:293502:1453633787_176.51.26.86_653	2016-02-06 08:49:32	201492651634	45230			0	11450	201608720000331143	3	-.01	Classic	New  Winter Fashion Women Devil Hat Cute Cat Ears Wool Bowler Cap 
2016-02-06	2016-03-08	Winning Bid (Revenue)	-.03	1	eBay US	5337776397	Default campaign	10001	Link Generator	14459738:261429:1452795219_94.233.174.79_992	2016-02-06 09:47:58	281836452862	42425			15	15032	201608730000347852	3	.00	Classic	5ml UV Glue LOCA Liquid Optical Clear Adhesive Fo Cellphone LCD Glass Repair C75
2016-02-06	2016-03-08	Winning Bid (Revenue)	1.99	1	eBay US	5337776397	Default campaign	10001	Link Generator	14459738:281689:1449154274_2.60.128.121_659	2016-02-06 14:16:02	221948301018	15709			0	11450	201608780000211799	1	.78	Classic	NEW BALANCE 574 LEATHER NB574ALR WHITE RED SILVER MEN'S SHOES
2016-02-06	2016-03-08	Winning Bid (Revenue)	-.03	1	eBay US	5337776397	Default campaign	10001	Link Generator	14459738:281689:1449154274_2.60.128.121_659	2016-02-06 00:17:10	181576523722	31387			0	281	201608640000081955	1	-.01	Classic	Skagen Titanium Case SS Mesh Band Mens Watch | Blue or Black Versions
2016-02-06	2016-03-08	Winning Bid (Revenue)	-1.01	1	eBay US	5337776397	Default campaign	10001	Link Generator	14459738:345408:1454753305_176.113.12.170_922	2016-02-06 03:16:29	121870528802	48515			0	625	201608680000172227	3	-.11	Mobile	Yongnuo YN600EX-RT Wireless Flash Speedlite TTL Master for Canon Camera
2016-02-06	2016-03-08	Winning Bid (Revenue)	.03	1	eBay US	5337776397	Default campaign	10001	Link Generator	14459738:234932:1451714795_178.62.113.166_587	2016-02-06 07:15:03	351623051069	83986			0	14339	201608710000230942	3	.00	Classic	Fiskars Performance 5" Soft Grip Non Stick Scissors 01-005411
2016-02-06	2016-03-08	Winning Bid (Revenue)	.03	1	eBay US	5337776397	Default campaign	10001	Link Generator	14459738:266463:1452981192_109.63.170.11_601	2016-02-06 12:05:52	161849215408	7300			0	888	201608770000217392	2	.00	Classic	Lot 10pcs Minnow Fishing Lure Crank Bait Hooks Bass Crankbait Tackle 11.5cm/12g 
2016-02-06	2016-03-08	Winning Bid (Revenue)	-.04	1	eBay US	5337776397	Default campaign	10001	Link Generator	14459738:270098:1454776763_31.31.110.216_424	2016-02-06 09:41:01	151818577027	32834			0	293	201608740000317589	1	-.01	Classic	VGA HDMI Male to Female Video Adapter Converter for PC DVD HDTV 1080P Generic
2016-02-29	2016-03-08	Winning Bid (Revenue)	.03	1	eBay US	5337776397	Default campaign	10001	Link Generator	14459738:156433:1456729894_213.87.126.245_396	2016-02-29 00:12:44	331783505787	123417			0	15032	201614160000146124	1	.01	Classic	Hot! Original External 16000mAh mi Power Bank Battery Charger USB For Smartphone
